product_name;url;image1_url;image2_url;product_price;description;sale_price;old_price;original_price;current_price;color;image_url;mpn;reference_code;category_id;Stock Status;color_homogeneizado;Categoria;Fondo;Modelo;Tag_1;Tag_2;Tag_3;Tag_4;Tag_5;Tag_6
Pantalón cargo efecto lavado;https://www.pullandbear.com/es/pantalon-cargo-efecto-lavado-l07678520?cS=922&pelement=653836043;https://static.pullandbear.net/assets/public/cac5/ae9a/66754d1caed7/70328c56ff66/0767852092201-M/0767852092201-M.jpg?ts=1726743067437&w=438&f=auto;https://static.pullandbear.net/assets/public/5ea5/f516/ca3a4b9a8ffe/0637f9e0b331/0767852092201-A2M/0767852092201-A2M.jpg?ts=1726743032575&w=438&f=auto;9.99;Pantalón cargo efecto lavado con bolsillos y cintura elástica con cordón.;9.99;12.99;39.99;9.99;Gris oscuro;https://static.pullandbear.net/assets/public/6229/f69b/63394c57b918/67581ae8c72d/07678520922-C/07678520922-C.jpg?ts=1725367910339&w=106&f=auto;7678/520;7678520;1030574254;In stock;Gris;Pantalón;Blanco;Modelo;Estampado;Slim;Color oscuro;Formal;Minimalista;Ajustada
Pantalón carpenter doble pernera;https://www.pullandbear.com/es/pantalon-carpenter-doble-pernera-l03678520?cS=251&pelement=621942324;https://static.pullandbear.net/2/photos//2024/I/0/2/p/3678/520/251/3678520251_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718024431310&w=438&f=auto;https://static.pullandbear.net/assets/public/5f6a/9215/d9e34999bd6c/2c40f0c1b863/03678520251-A2M/03678520251-A2M.jpg?ts=1718024672416&w=438&f=auto;9.99;Pantalón carpenter disponible en varios tonos con detalle de doble pernera, con bolsillos, cierre de botón y cremallera y confeccionados en algodón.;9.99;12.99;29.99;9.99;Blanco roto;https://static.pullandbear.net/assets/public/0be4/caf8/c4e54561b7c5/eb0ec1251d7c/03678520251-C/03678520251-C.jpg?ts=1717582350465&w=106&f=auto;3678/520;3678520;1030204719;In stock;Blanco;Pantalón;Blanco;Modelo;Cuello alto;Bohemio;Skater;Cuello alto;Clásico;Sin mangas
Pantalón carpenter doble pernera;https://www.pullandbear.com/es/pantalon-carpenter-doble-pernera-l03678520?cS=700&pelement=621942321;https://static.pullandbear.net/2/photos//2024/I/0/2/p/3678/520/700/3678520700_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718024439026&w=438&f=auto;https://static.pullandbear.net/assets/public/9f58/d542/615e4229b945/9a7e3ec97dba/03678520700-A2M/03678520700-A2M.jpg?ts=1718024404379&w=438&f=auto;9.99;Pantalón carpenter disponible en varios tonos con detalle de doble pernera, con bolsillos, cierre de botón y cremallera y confeccionados en algodón.;9.99;12.99;29.99;9.99;Marrón;https://static.pullandbear.net/assets/public/4bf3/6773/bb5c4ec5b53f/c8964fa3f0a1/03678520700-C/03678520700-C.jpg?ts=1717582352386&w=106&f=auto;3678/520;3678520;1030204719;In stock;Marrón;Pantalón;Blanco;Modelo;Clásico;Elegante;Deportivo;Deportivo;Chándal;Sin mangas
Jeans standard;https://www.pullandbear.com/es/jeans-standard-l07684538?cS=500&pelement=653832576;https://static.pullandbear.net/assets/public/adca/0230/2bd0495e8e12/dcf56e852df5/07684538500-M/07684538500-M.jpg?ts=1728291023129&w=438&f=auto;https://static.pullandbear.net/assets/public/aa76/e08e/ad95473c9a2a/27e2b605ec78/07684538500-A2M/07684538500-A2M.jpg?ts=1728291016879&w=438&f=auto;12.99;Jeans standard con cintura con trabillas, cierre de botón y cremallera, y diseño de cinco bolsillos.;12.99;15.99;25.99;12.99;Verde;https://static.pullandbear.net/assets/public/5853/190a/c9ec41e68c37/ef6e502e7c0f/07684538500-C/07684538500-C.jpg?ts=1727367369561&w=106&f=auto;7684/538;7684538;1030204729;In stock;Verde;Pantalón;Blanco;Modelo;Minimalista;Straight;Oversize;Casual;Cuello alto;Manga corta
Pantalón jogger soft knit;https://www.pullandbear.com/es/pantalon-jogger-soft-knit-l07676516?cS=806&pelement=621934710;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7676/516/806/7676516806_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1702889744609&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7676/516/806/7676516806_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1702889744608&w=438&f=auto;9.99;Pantalón jogger soft knit con bolsillos y cintura elástica con cordón ajustable.;9.99;12.99;25.99;9.99;Piedra;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7676/516/806/7676516806_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1702390439975&w=106&f=auto;7676/516;7676516;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Vintage;Casual;Manga corta;Skinny;Skater;Minimalista
Pantalón serpiente STWD;https://www.pullandbear.com/es/pantalon-serpiente-stwd-l07678530?cS=800&pelement=628713033;https://static.pullandbear.net/assets/public/1164/610d/3b5a450c8d69/a02121860c36/07678530800-M/07678530800-M.jpg?ts=1729006251450&w=438&f=auto;https://static.pullandbear.net/assets/public/24b4/923d/355242cd9731/0839d27a144f/07678530800-A2M/07678530800-A2M.jpg?ts=1729006246476&w=438&f=auto;9.99;Pantalón STWD de color negro con detalle de print de serpiente, con bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionado en tejido 100% algodón.  Total look;9.99;12.99;35.99;9.99;Negro;https://static.pullandbear.net/assets/public/7e9b/4c39/08ca4eccbc9d/e37c01283b17/07678530800-C/07678530800-C.jpg?ts=1729587208065&w=106&f=auto;7678/530;7678530;1030204719;In stock;Negro;Pantalón;Otro color;Modelo;Straight;Skinny;Clásico;Joggers;Skater;Ajustada
Jeans skater cargo;https://www.pullandbear.com/es/jeans-skater-cargo-l07684523?cS=415&pelement=662960153;https://static.pullandbear.net/assets/public/6ad9/73e6/70274fba9d59/c68be8eb9062/07684523415-M/07684523415-M.jpg?ts=1730722770472&w=438&f=auto;https://static.pullandbear.net/assets/public/4718/28db/423e4b9d88ba/56dbeddf2712/07684523415-a6m/07684523415-a6m.jpg?ts=1729603068673&w=438&f=auto;12.99;Jeans skater cargo con cintura con trabillas, bolsillos, y cierre de botón y cremallera.;12.99;15.99;35.99;12.99;Azul flúor;https://static.pullandbear.net/assets/public/17cf/62e5/96434cc5a492/44b1213a4f7d/07684523415-C/07684523415-C.jpg?ts=1729603069406&w=106&f=auto;7684/523;7684523;1030574254;In stock;Azul claro;Pantalón;Blanco;Modelo;Carrot;Estampado;Manga larga;Carrot;Skater;Elegante
Pantalón tailoring P&B Black Label;https://www.pullandbear.com/es/pantalon-tailoring-pb-black-label-l07678519?cS=407&pelement=627100460;https://static.pullandbear.net/assets/public/d9a8/8c4d/d5224c89814b/390f46ec7280/07678519407-M/07678519407-M.jpg?ts=1731921907314&w=438&f=auto;https://static.pullandbear.net/assets/public/1b24/4102/4ff248909a59/a3833603a3e4/07678519407-A2M/07678519407-A2M.jpg?ts=1731921898024&w=438&f=auto;9.99;"Pantalón de vestir tailoring y fit jogger con cintura elástica con cordón y bolsillos.  Colección P&amp;B Black Label";9.99;12.99;39.99;9.99;Azul oscuro;https://static.pullandbear.net/assets/public/e49a/50da/77704678967d/cd60b9b6f177/07678519407-C/07678519407-C.jpg?ts=1732535646213&w=106&f=auto;7678/519;7678519;1030204719;In stock;Azul;Pantalón;Blanco;Modelo;Skater;Clásico;Elegante;Color oscuro;Formal;Vintage
Pantalón baggy pana;https://www.pullandbear.com/es/pantalon-baggy-pana-l03680502?cS=922&pelement=670030190;https://static.pullandbear.net/assets/public/a617/fc2b/a48840e6a1db/8774daf197c9/03680502922-M/03680502922-M.jpg?ts=1732116594053&w=438&f=auto;https://static.pullandbear.net/assets/public/c479/fd7f/8b8f454588fc/577c90bbdad1/03680502922-A2M/03680502922-A2M.jpg?ts=1732552401956&w=438&f=auto;9.99;Pantalón de corte baggy en tejido de pana, con bolsillos y cintura elástica.;9.99;12.99;29.99;9.99;Gris oscuro;https://static.pullandbear.net/assets/public/aa57/d9da/766f477db9a7/3c7c3d6e9688/03680502922-C/03680502922-C.jpg?ts=1732036635933&w=106&f=auto;3680/502;3680502;1030204719;In stock;Gris;Pantalón;Blanco;Modelo;Joggers;Monocromático;Estampado;Color claro;Baggy;Joggers
Pantalón jogger bolsillos;https://www.pullandbear.com/es/pantalon-jogger-bolsillos-l07678501?cS=505&pelement=621942571;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/501/505/7678501505_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1717405561798&w=438&f=auto;https://static.pullandbear.net/assets/public/5fc1/a3e1/186e40bbb123/efa09e0cbde7/07678903505-A2M/07678903505-A2M.jpg?ts=1717408736103&w=438&f=auto;9.99;Pantalón jogger con bolsillos delanteros, cintura elástica con cordón y en tejido 100% algodón.;9.99;12.99;25.99;9.99;Caqui;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/501/505/7678501505_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1716194942213&w=106&f=auto;7678/501;7678501;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Tailoring;Oversize;Slim;Ajustada;Sin mangas;Oversize
Pantalón jogger bolsillos;https://www.pullandbear.com/es/pantalon-jogger-bolsillos-l07678501?cS=800&pelement=621942570;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/501/800/7678501800_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1717408681722&w=438&f=auto;https://static.pullandbear.net/assets/public/50a9/f2f7/e9c046509e8f/4b77b1e3dce7/07678501800-A2M/07678501800-A2M.jpg?ts=1717408756400&w=438&f=auto;9.99;Pantalón jogger con bolsillos delanteros, cintura elástica con cordón y en tejido 100% algodón.;9.99;12.99;25.99;9.99;Negro;https://static.pullandbear.net/assets/public/2ecf/c2ce/38cd44759da6/8658cfa14f4a/07678501800-C/07678501800-C.jpg?ts=1716972360615&w=106&f=auto;7678/501;7678501;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Baggy;Vintage;Carrot;Sin mangas;Deportivo;Baggy
Jeans super baggy;https://www.pullandbear.com/es/jeans-super-baggy-l07684519?cS=824&pelement=677501259;https://static.pullandbear.net/assets/public/1e41/eacd/f0d44ff1b4bf/27b4db284a08/07684519824-M/07684519824-M.jpg?ts=1723208240087&w=438&f=auto;https://static.pullandbear.net/assets/public/7132/0f8e/c2124eaab94b/88a54c44f96c/07684519824-A2M/07684519824-A2M.jpg?ts=1723208234351&w=438&f=auto;12.99;Jeanks super baggy con cintura con trabillas, diseño de cinco bolsillos y cierre de cremallera y botón.;12.99;15.99;29.99;12.99;Vigoré oscuro;https://static.pullandbear.net/assets/public/feef/2e1c/abb749c2a2cb/d92e747a40e5/07684519824-C/07684519824-C.jpg?ts=1721998699181&w=106&f=auto;7684/519;7684519;1030574254;In stock;Negro;Pantalón;Blanco;Modelo;Skater;Cuello alto;Deportivo;Casual;Manga corta;Cuello alto
Jeans skater paisley;https://www.pullandbear.com/es/jeans-skater-paisley-l07685537?cS=433&pelement=660630569;https://static.pullandbear.net/assets/public/5f81/439f/a18740b7bfa8/dbdf6d9706cc/07685537433-M/07685537433-M.jpg?ts=1729585702350&w=438&f=auto;https://static.pullandbear.net/assets/public/e3e2/1fad/d5f54f36bc30/693fbd42a9af/07685537433-A2M/07685537433-A2M.jpg?ts=1729585688326&w=438&f=auto;12.99;Jeans skater con estampado pailsey, cintura con trabillas, diseño de cinco bolsillos y cierre de botón y cremallera.;12.99;15.99;35.99;12.99;Azul lavanda;https://static.pullandbear.net/assets/public/f10c/ba06/3212469c9d70/edfd94568f46/07685537433-C/07685537433-C.jpg?ts=1728046677766&w=106&f=auto;7685/537;7685537;1030574254;In stock;Azul;Pantalón;Otro color;Modelo;Minimalista;Straight;Monocromático;Minimalista;Streetwear;Slim
Pantalón chándal STWD;https://www.pullandbear.com/es/pantalon-chandal-stwd-l07678506?cS=711&pelement=621947939;https://static.pullandbear.net/assets/public/4976/b344/ada64c64a7b8/7b8e8c40dff8/07678506711-M/07678506711-M.jpg?ts=1724661480603&w=438&f=auto;https://static.pullandbear.net/assets/public/f51c/f887/278b46a1ba83/2fdd19a0b10a/07678506711-A2M/07678506711-A2M.jpg?ts=1724661474034&w=438&f=auto;9.99;Pantalón jogger chándal STWD con cintura elástica con cordón, bolsillos y en tejido fleece.;9.99;12.99;19.99;9.99;Arena;https://static.pullandbear.net/assets/public/8dfb/3643/665e49fe94de/3b934304202e/07678506711-C/07678506711-C.jpg?ts=1721661492646&w=106&f=auto;7678/506;7678506;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Streetwear;Bohemio;Cargo;Straight;Cargo;Oversize
Jeans standard;https://www.pullandbear.com/es/jeans-standard-l07685511?cS=811&pelement=638615215;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7685/511/811/7685511811_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1720176329886&w=438&f=auto;https://static.pullandbear.net/assets/public/2251/fec2/a02c4bccb99f/d825aaf53952/07686909811-A2M/07686909811-A2M.jpg?ts=1720176372156&w=438&f=auto;12.99;Jeans standard con cintura con trabillas, cierre de botón y cremallera, y diseño de cinco bolsillos.;;;;25.99;Azul flúor;https://static.pullandbear.net/assets/public/76a2/1a0f/8e9045bd8f60/77b3919b914f/07685511415-C/07685511415-C.jpg?ts=1720176324285&w=106&f=auto;7685/511;7685511;1030574254;In stock;Azul claro;Pantalón;Blanco;Modelo;Minimalista;Formal;Chándal;Baggy;Moderno;Manga larga
Pantalón jogger cargo;https://www.pullandbear.com/es/pantalon-jogger-cargo-l07678505?cS=707&pelement=621934783;https://static.pullandbear.net/assets/public/2160/ea62/5bf5400b9de1/8a4bbd25008a/07678505707-M/07678505707-M.jpg?ts=1723131985157&w=438&f=auto;https://static.pullandbear.net/assets/public/eb75/8bbe/0ea648da9166/e7ff62348110/07678505707-A2M/07678505707-A2M.jpg?ts=1723132864413&w=438&f=auto;9.99;Pantalón jogger cargo con diseño de multibolsillos de solapa en pernera, cintura elástica con cordón ajustable y bajos elásticos.;9.99;12.99;35.99;9.99;Tostado;https://static.pullandbear.net/assets/public/a1b0/5486/0191461484ef/475da93ff476/07678505707-C/07678505707-C.jpg?ts=1723132815714&w=106&f=auto;7678/505;7678505;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Sin mangas;Straight;Baggy;Baggy;Ajustada;Standard
Pantalón jogger cargo multibolsillos;https://www.pullandbear.com/es/pantalon-jogger-cargo-multibolsillos-l08678502?cS=800&pelement=621934241;https://static.pullandbear.net/2/photos//2024/I/0/2/p/8678/502/800/8678502800_4_1_8.jpg?t=1692802496067&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/I/0/2/p/8678/502/800/8678502800_2_2_8.jpg?t=1692802496067&w=438&f=auto;9.99;Pantalón jogger cargo con diseño de multibolsillos de solapa en pernera, cintura elástica con cordón ajustable y bajos elásticos.;9.99;12.99;35.99;9.99;Negro;https://static.pullandbear.net/2/photos//2023/I/0/2/p/8678/502/800/8678502800_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1699283664606&w=106&f=auto;8678/502;8678502;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Baggy;Joggers;Joggers;Slim;Straight;Manga corta
Jeans baggy loose;https://www.pullandbear.com/es/jeans-baggy-loose-l07685523?cS=427&pelement=621942854;https://static.pullandbear.net/assets/public/47d5/ccf7/96a84c29bde9/57faa6db3494/07685523427-M/07685523427-M.jpg?ts=1723208277229&w=438&f=auto;https://static.pullandbear.net/assets/public/531c/ad57/44804a1c955e/44d0484fd156/07685523427-A2M/07685523427-A2M.jpg?ts=1723208271815&w=438&f=auto;12.99;Jeans baggy loose fit con cintura con trabillas, diseño de cinco bolsillos y cierre de cremallera y botón.;12.99;15.99;29.99;12.99;Azul medio;https://static.pullandbear.net/assets/public/4f8e/1f68/c0524e83ac96/e867722ba5fb/07685523427-C/07685523427-C.jpg?ts=1720012394061&w=106&f=auto;7685/523;7685523;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Carrot;Deportivo;Ajustada;Clásico;Slim;Clásico
Jeans baggy loose;https://www.pullandbear.com/es/jeans-baggy-loose-l07685523?cS=833&pelement=677501345;https://static.pullandbear.net/assets/public/5f7b/b576/6d534875a68b/bcba6f868584/07685523833-M/07685523833-M.jpg?ts=1723208293205&w=438&f=auto;https://static.pullandbear.net/assets/public/e114/87ee/e7c041b888f7/73afc7b8c584/07685523833-A2M/07685523833-A2M.jpg?ts=1723208284824&w=438&f=auto;12.99;Jeans baggy loose fit con cintura con trabillas, diseño de cinco bolsillos y cierre de cremallera y botón.;12.99;15.99;29.99;12.99;Negro delavado;https://static.pullandbear.net/assets/public/b798/f0ca/1ff24906a576/97cb4365cc3b/07685523833-C/07685523833-C.jpg?ts=1719919450833&w=106&f=auto;7685/523;7685523;1030574254;In stock;Negro;Pantalón;Blanco;Modelo;Color claro;Moderno;Baggy;Carrot;Cargo;Ajustado
Jeans baggy rotos;https://www.pullandbear.com/es/jeans-baggy-rotos-l07684507?cS=434&pelement=677501243;https://static.pullandbear.net/assets/public/76c2/9ad3/199c4813ad54/3ac526c7b1c0/07684507434-M/07684507434-M.jpg?ts=1722855740510&w=438&f=auto;https://static.pullandbear.net/assets/public/9122/965d/2a29425ab8de/acab2bb7b97c/07684507434-A2M/07684507434-A2M.jpg?ts=1722855743194&w=438&f=auto;12.99;Jeans baggy disponibles en varios tonos, con detalle de rotos en la pernera, diseño de cinco bolsillos, cintura con trabillas y cierre de botón y cremallera.;12.99;15.99;35.99;12.99;Indigo claro;https://static.pullandbear.net/assets/public/c63f/8dff/89744db8a615/a1efc084c350/07684507434-C/07684507434-C.jpg?ts=1722333565660&w=106&f=auto;7684/507;7684507;1030574254;In stock;Azul claro;Pantalón;Blanco;Modelo;Deportivo;Color oscuro;Manga larga;Casual;Straight;Color claro
Jeans super baggy;https://www.pullandbear.com/es/jeans-super-baggy-l07684513?cS=406&pelement=677501239;https://static.pullandbear.net/assets/public/c243/b503/e4be427e811e/5dfbacdba2be/07684513406-E/07684513406-E.jpg?ts=1724059744967&w=438&f=auto;https://static.pullandbear.net/assets/public/a326/4c7e/906b4296a003/45c584df430c/07684513406-A19M/07684513406-A19M.jpg?ts=1724078431979&w=438&f=auto;12.99;Jeans super baggy con diseño de cinco bolsillos, cintura con trabillas, cierre de cremallera y botón, con detalle de lavados y confeccionados en tejido de algodón.;12.99;15.99;29.99;12.99;Azul claro;https://static.pullandbear.net/assets/public/ed50/2d19/972b4c39b7ee/8d977144a8ec/07684513406-C/07684513406-C.jpg?ts=1723203768991&w=106&f=auto;7684/513;7684513;1030574254;In stock;Azul claro;Pantalón;Otro color;Modelo;Deportivo;Deportivo;Estampado;Estampado;Manga larga;Manga corta
Jeans straight;https://www.pullandbear.com/es/jeans-straight-l07685522?cS=415&pelement=677501232;https://static.pullandbear.net/assets/public/997a/1336/2930452cb6b7/6e0486bceb50/07685522415-A6M/07685522415-A6M.jpg?ts=1722957157333&w=438&f=auto;;12.99;Jeans straight con acabado efecto vintage, con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en 100% algodón.;12.99;15.99;25.99;12.99;Azul oscuro;https://static.pullandbear.net/assets/public/ac5b/7d4b/68ef49d396c6/53c8fafdb066/07685522407-C/07685522407-C.jpg?ts=1722957140068&w=106&f=auto;7685/522;7685522;1030574254;In stock;Azul;Pantalón;Blanco;No identificado;Estampado;Manga larga;Vintage;Cargo;Carrot;Clásico
Jeans super baggy;https://www.pullandbear.com/es/jeans-super-baggy-l07684513?cS=427&pelement=623249776;https://static.pullandbear.net/assets/public/58a2/befb/ec484b0382de/5a341b3d57e4/07684513427-E/07684513427-E.jpg?ts=1730722218548&w=438&f=auto;https://static.pullandbear.net/assets/public/8317/3541/913043f3aca2/6166b45b3720/07684513427-A19M/07684513427-A19M.jpg?ts=1724168049994&w=438&f=auto;12.99;Jeans super baggy con diseño de cinco bolsillos, cintura con trabillas, cierre de cremallera y botón, con detalle de lavados y confeccionados en tejido de algodón.;12.99;15.99;29.99;12.99;Azul claro;https://static.pullandbear.net/assets/public/ed50/2d19/972b4c39b7ee/8d977144a8ec/07684513406-C/07684513406-C.jpg?ts=1723203768991&w=106&f=auto;7684/513;7684513;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Monocromático;Cargo;Slim;Estampado;Formal;Moderno
Jeans carpenter tachas;https://www.pullandbear.com/es/jeans-carpenter-tachas-l03683521?cS=800&pelement=662031940;https://static.pullandbear.net/assets/public/399c/74c8/b3294a8d818a/b10fa6a0cda7/03683521800-E/03683521800-E.jpg?ts=1738055958768&w=438&f=auto;https://static.pullandbear.net/assets/public/68b7/94e7/24f84e87b7cb/7c462fac229e/03683521800-M/03683521800-M.jpg?ts=1737714077557&w=438&f=auto;45.99;Jeans carpenter wide leg de color negro con detalle de tachas, con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en 100% algodón.;;;;45.99;Negro;https://static.pullandbear.net/assets/public/7bac/1558/2ba1427093db/58b972a8361a/03683521800-C/03683521800-C.jpg?ts=1737122643176&w=106&f=auto;3683/521;3683521;1030204730;In stock;Negro;Pantalón;Otro color;Modelo;Tailoring;Color claro;Ajustada;Baggy;Manga larga;Joggers
Jeans baggy acabado spray;https://www.pullandbear.com/es/jeans-baggy-acabado-spray-l03683546?cS=700&pelement=669335696;https://static.pullandbear.net/assets/public/c428/a95c/fa2a434cae79/782d2ad1e53b/03683546700-M/03683546700-M.jpg?ts=1737714078529&w=438&f=auto;https://static.pullandbear.net/assets/public/c0b5/dd90/96b74e53be17/e7799dc7e66c/03683546700-A2M/03683546700-A2M.jpg?ts=1737714077991&w=438&f=auto;39.99;Jeans baggy negros con acabado spray y el interior azul, con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en 100% algodón.;;;;39.99;Marrón;https://static.pullandbear.net/assets/public/0865/8e29/ea0643cea9bb/14b17440beb3/03683546700-C/03683546700-C.jpg?ts=1737122644326&w=106&f=auto;3683/546;3683546;1030204730;In stock;Marrón;Pantalón;Blanco;Modelo;Ajustado;Chándal;Color oscuro;Minimalista;Standard;Sin mangas
Jeans skater;https://www.pullandbear.com/es/jeans-skater-l03683907?cS=833&pelement=669538742;https://static.pullandbear.net/assets/public/eeea/14c2/2e39454c983c/886bd8f5a65e/03683907833-M/03683907833-M.jpg?ts=1737978119346&w=438&f=auto;https://static.pullandbear.net/assets/public/cf78/9c20/83744aebb3fc/12e750a13c01/03683907833-A2M/03683907833-A2M.jpg?ts=1737978119383&w=438&f=auto;39.99;Jeans skater anchos con diseño de cinco bolsillos, cintura con trabillas, y cierre de cremallera y botón.;;;;39.99;Negro delavado;https://static.pullandbear.net/assets/public/97c4/daa9/194b49d1b96f/44c32ec7ea63/03683907833-C/03683907833-C.jpg?ts=1737122644973&w=106&f=auto;3683/907;3683907;1030204730;In stock;Negro;Pantalón;Blanco;Modelo;Vintage;Cargo;Elegante;Joggers;Ajustado;Sin mangas
Jeans skater cuadros;https://www.pullandbear.com/es/jeans-skater-cuadros-l03683507?cS=445&pelement=662021498;https://static.pullandbear.net/assets/public/e5c7/8cc6/aabe405f84c4/3a359cb1eddb/03683507445--M/03683507445--M.jpg?ts=1737993552655&w=438&f=auto;https://static.pullandbear.net/assets/public/6dea/94c8/9e4e4ba2ac4a/bc17e2f5bb62/03683507445-A2M/03683507445-A2M.jpg?ts=1737993552534&w=438&f=auto;39.99;Jeans skater con diseño jacquard damero, cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en tejido de algodón.  Total look;;;;39.99;Azul verdoso;https://static.pullandbear.net/assets/public/2f64/a278/1d0145b2b65f/e6629f479c18/03683507445-C/03683507445-C.jpg?ts=1735837572833&w=106&f=auto;3683/507;3683507;1030204730;In stock;Azul;Pantalón;Otro color;Modelo;Bohemio;Ajustado;Casual;Elegante;Standard;Streetwear
Jeans baggy;https://www.pullandbear.com/es/jeans-baggy-l03685514?cS=833&pelement=662014307;https://static.pullandbear.net/assets/public/7d71/f0fc/1b804e5eb504/1bf91f880158/03685514833-M/03685514833-M.jpg?ts=1723189237993&w=438&f=auto;https://static.pullandbear.net/assets/public/c037/960b/f5f745fe89b0/ebfe81163780/03685514833-A2M/03685514833-A2M.jpg?ts=1725443106526&w=438&f=auto;29.99;Jeans baggy disponibles en varios tonos, con logo, diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en 100% algodón.;;;;29.99;Negro delavado;https://static.pullandbear.net/assets/public/64cb/cf41/a43d45e5aa61/e6a3348fc645/03687502833-C/03687502833-C.jpg?ts=1727789136128&w=106&f=auto;3685/514;3685514;1030204730;In stock;Negro;Pantalón;Blanco;Modelo;Formal;Minimalista;Color claro;Color claro;Color oscuro;Manga larga
Jeans standard;https://www.pullandbear.com/es/jeans-standard-l07685511?cS=415&pelement=662014593;https://static.pullandbear.net/assets/public/9531/5bdf/c36c417380a2/68491cf470e9/07685511415-M/07685511415-M.jpg?ts=1721049431483&w=438&f=auto;https://static.pullandbear.net/assets/public/159a/1335/37744d4485a1/a73073809344/07685511415-A2M/07685511415-A2M.jpg?ts=1721049423786&w=438&f=auto;25.99;Jeans standard con cintura con trabillas, cierre de botón y cremallera, y diseño de cinco bolsillos.;;;;25.99;Azul flúor;https://static.pullandbear.net/assets/public/76a2/1a0f/8e9045bd8f60/77b3919b914f/07685511415-C/07685511415-C.jpg?ts=1720176324285&w=106&f=auto;7685/511;7685511;1030204730;In stock;Azul claro;Pantalón;Blanco;Modelo;Color claro;Chándal;Baggy;Formal;Monocromático;Baggy
Jeans carrot acabado lavado;https://www.pullandbear.com/es/jeans-carrot-acabado-lavado-l07685507?cS=401&pelement=662027247;https://static.pullandbear.net/assets/public/262c/dd30/9f424ce6904e/90237f5e06c7/07685507401-M/07685507401-M.jpg?ts=1722951640112&w=438&f=auto;https://static.pullandbear.net/assets/public/40b7/990b/ce454c83bc5c/c271dc850810/07685507401-A2M/07685507401-A2M.jpg?ts=1722951622508&w=438&f=auto;19.99;Jeans carrot fit con acabado lavado, diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en algodón ligeramente elástico.;;;;19.99;Marino;https://static.pullandbear.net/assets/public/7ea3/72c8/63274c289078/b8aeb16a2747/07685507401-C/07685507401-C.jpg?ts=1721829899571&w=106&f=auto;7685/507;7685507;1030204730;In stock;Azul;Pantalón;Blanco;Modelo;Vintage;Oversize;Deportivo;Carrot;Manga larga;Bohemio
Jeans carrot acabado lavado;https://www.pullandbear.com/es/jeans-carrot-acabado-lavado-l07685507?cS=800&pelement=662027249;https://static.pullandbear.net/assets/public/f77d/e4a2/5b9447f2aea4/d0e713d0509c/03685511800-M/03685511800-M.jpg?ts=1722951557180&w=438&f=auto;https://static.pullandbear.net/assets/public/8ffc/cfbf/f00b4394816c/10e43702f69b/03685511800-A2M/03685511800-A2M.jpg?ts=1722951564941&w=438&f=auto;19.99;Jeans carrot fit con acabado lavado, diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en algodón ligeramente elástico.;;;;19.99;Negro;https://static.pullandbear.net/assets/public/93e6/f2db/ca684aa3bad3/51f5c1b95e7b/07685808800-C/07685808800-C.jpg?ts=1724151107704&w=106&f=auto;7685/507;7685507;1030204730;In stock;Negro;Pantalón;Blanco;Modelo;Standard;Cuello alto;Estampado;Carrot;Chándal;Manga larga
